price,src_stops,dest_stops,src_airport_stops,dest_airport_stops,src_duration,dest_duration,src_airport,dest_airport,src_time,dest_time,src_carrier,dest_carrier,sort
$426,0,1,,DTW,6h 15m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,8:05 pm — 11:20 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$436,0,1,,DTW,5h 45m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,7:00 am — 9:45 am,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$436,0,1,,DTW,6h 09m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,8:42 am — 11:51 am,9:50 pm — 7:44 am +1,JetBlue,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 49m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,9:00 am — 11:49 am,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 59m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,3:00 pm — 5:59 pm,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 59m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,4:59 pm — 7:58 pm,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$404,0,1,,DFW,5h 49m,13h 23m,EWR ‐ LAX,LAX ‐ LGA,9:00 am — 11:49 am,8:30 pm — 12:53 pm +1,United Airlines,Spirit Airlines,cheapest
$416,1,1,BOS,DTW,8h 22m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,1:00 pm — 6:22 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,DFW,DTW,9h 07m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,7:45 am — 1:52 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,BOS,DTW,9h 22m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,12:00 pm — 6:22 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,DFW,DTW,9h 53m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,6:59 am — 1:52 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$424,1,1,BOS,DTW,9h 33m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,6:36 pm — 1:09 am +1,9:50 pm — 7:44 am +1,JetBlue,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 05m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,11:30 am — 2:35 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 05m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,1:25 pm — 4:30 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 15m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,4:55 pm — 8:10 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 15m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,8:05 pm — 11:20 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$436,0,1,,DTW,5h 45m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,7:00 am — 9:45 am,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$436,0,1,,DTW,6h 09m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,8:42 am — 11:51 am,9:50 pm — 7:44 am +1,JetBlue,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 49m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,9:00 am — 11:49 am,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 59m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,3:00 pm — 5:59 pm,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 59m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,4:59 pm — 7:58 pm,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$404,0,1,,DFW,5h 49m,13h 23m,EWR ‐ LAX,LAX ‐ LGA,9:00 am — 11:49 am,8:30 pm — 12:53 pm +1,United Airlines,Spirit Airlines,cheapest
$416,1,1,BOS,DTW,8h 22m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,1:00 pm — 6:22 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,DFW,DTW,9h 07m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,7:45 am — 1:52 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,BOS,DTW,9h 22m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,12:00 pm — 6:22 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,DFW,DTW,9h 53m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,6:59 am — 1:52 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$424,1,1,BOS,DTW,9h 33m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,6:36 pm — 1:09 am +1,9:50 pm — 7:44 am +1,JetBlue,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 05m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,11:30 am — 2:35 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 05m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,1:25 pm — 4:30 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 15m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,4:55 pm — 8:10 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 15m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,8:05 pm — 11:20 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$436,0,1,,DTW,5h 45m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,7:00 am — 9:45 am,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$436,0,1,,DTW,6h 09m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,8:42 am — 11:51 am,9:50 pm — 7:44 am +1,JetBlue,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 49m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,9:00 am — 11:49 am,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 59m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,3:00 pm — 5:59 pm,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 59m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,4:59 pm — 7:58 pm,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$404,0,1,,DFW,5h 49m,13h 23m,EWR ‐ LAX,LAX ‐ LGA,9:00 am — 11:49 am,8:30 pm — 12:53 pm +1,United Airlines,Spirit Airlines,cheapest
$416,1,1,BOS,DTW,8h 22m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,1:00 pm — 6:22 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,DFW,DTW,9h 07m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,7:45 am — 1:52 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,BOS,DTW,9h 22m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,12:00 pm — 6:22 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,DFW,DTW,9h 53m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,6:59 am — 1:52 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$424,1,1,BOS,DTW,9h 33m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,6:36 pm — 1:09 am +1,9:50 pm — 7:44 am +1,JetBlue,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 05m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,11:30 am — 2:35 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 05m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,1:25 pm — 4:30 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 15m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,4:55 pm — 8:10 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 15m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,8:05 pm — 11:20 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$436,0,1,,DTW,5h 45m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,7:00 am — 9:45 am,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$436,0,1,,DTW,6h 09m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,8:42 am — 11:51 am,9:50 pm — 7:44 am +1,JetBlue,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 49m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,9:00 am — 11:49 am,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 59m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,3:00 pm — 5:59 pm,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 59m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,4:59 pm — 7:58 pm,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$404,0,1,,DFW,5h 49m,13h 23m,EWR ‐ LAX,LAX ‐ LGA,9:00 am — 11:49 am,8:30 pm — 12:53 pm +1,United Airlines,Spirit Airlines,cheapest
$416,1,1,BOS,DTW,8h 22m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,1:00 pm — 6:22 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,DFW,DTW,9h 07m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,7:45 am — 1:52 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,BOS,DTW,9h 22m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,12:00 pm — 6:22 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,DFW,DTW,9h 53m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,6:59 am — 1:52 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$424,1,1,BOS,DTW,9h 33m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,6:36 pm — 1:09 am +1,9:50 pm — 7:44 am +1,JetBlue,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 05m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,11:30 am — 2:35 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 05m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,1:25 pm — 4:30 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 15m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,4:55 pm — 8:10 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 15m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,8:05 pm — 11:20 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$436,0,1,,DTW,5h 45m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,7:00 am — 9:45 am,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$436,0,1,,DTW,6h 09m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,8:42 am — 11:51 am,9:50 pm — 7:44 am +1,JetBlue,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 49m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,9:00 am — 11:49 am,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 59m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,3:00 pm — 5:59 pm,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 59m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,4:59 pm — 7:58 pm,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$404,0,1,,DFW,5h 49m,13h 23m,EWR ‐ LAX,LAX ‐ LGA,9:00 am — 11:49 am,8:30 pm — 12:53 pm +1,United Airlines,Spirit Airlines,cheapest
$416,1,1,BOS,DTW,8h 22m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,1:00 pm — 6:22 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,DFW,DTW,9h 07m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,7:45 am — 1:52 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,BOS,DTW,9h 22m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,12:00 pm — 6:22 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,DFW,DTW,9h 53m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,6:59 am — 1:52 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$424,1,1,BOS,DTW,9h 33m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,6:36 pm — 1:09 am +1,9:50 pm — 7:44 am +1,JetBlue,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 05m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,11:30 am — 2:35 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 05m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,1:25 pm — 4:30 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 15m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,4:55 pm — 8:10 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 15m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,8:05 pm — 11:20 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$436,0,1,,DTW,5h 45m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,7:00 am — 9:45 am,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$436,0,1,,DTW,6h 09m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,8:42 am — 11:51 am,9:50 pm — 7:44 am +1,JetBlue,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 49m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,9:00 am — 11:49 am,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 59m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,3:00 pm — 5:59 pm,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 59m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,4:59 pm — 7:58 pm,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$404,0,1,,DFW,5h 49m,13h 23m,EWR ‐ LAX,LAX ‐ LGA,9:00 am — 11:49 am,8:30 pm — 12:53 pm +1,United Airlines,Spirit Airlines,cheapest
$416,1,1,BOS,DTW,8h 22m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,1:00 pm — 6:22 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,DFW,DTW,9h 07m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,7:45 am — 1:52 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,BOS,DTW,9h 22m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,12:00 pm — 6:22 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,DFW,DTW,9h 53m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,6:59 am — 1:52 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$424,1,1,BOS,DTW,9h 33m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,6:36 pm — 1:09 am +1,9:50 pm — 7:44 am +1,JetBlue,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 05m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,11:30 am — 2:35 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 05m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,1:25 pm — 4:30 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 15m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,4:55 pm — 8:10 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 15m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,8:05 pm — 11:20 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$436,0,1,,DTW,5h 45m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,7:00 am — 9:45 am,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$436,0,1,,DTW,6h 09m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,8:42 am — 11:51 am,9:50 pm — 7:44 am +1,JetBlue,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 49m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,9:00 am — 11:49 am,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 59m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,3:00 pm — 5:59 pm,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 59m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,4:59 pm — 7:58 pm,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$404,0,1,,DFW,5h 49m,13h 23m,EWR ‐ LAX,LAX ‐ LGA,9:00 am — 11:49 am,8:30 pm — 12:53 pm +1,United Airlines,Spirit Airlines,cheapest
$416,1,1,BOS,DTW,8h 22m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,1:00 pm — 6:22 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,DFW,DTW,9h 07m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,7:45 am — 1:52 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,BOS,DTW,9h 22m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,12:00 pm — 6:22 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,DFW,DTW,9h 53m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,6:59 am — 1:52 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$424,1,1,BOS,DTW,9h 33m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,6:36 pm — 1:09 am +1,9:50 pm — 7:44 am +1,JetBlue,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 05m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,11:30 am — 2:35 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 05m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,1:25 pm — 4:30 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 15m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,4:55 pm — 8:10 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 15m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,8:05 pm — 11:20 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$436,0,1,,DTW,5h 45m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,7:00 am — 9:45 am,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$436,0,1,,DTW,6h 09m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,8:42 am — 11:51 am,9:50 pm — 7:44 am +1,JetBlue,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 49m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,9:00 am — 11:49 am,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 59m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,3:00 pm — 5:59 pm,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 59m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,4:59 pm — 7:58 pm,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$404,0,1,,DFW,5h 49m,13h 23m,EWR ‐ LAX,LAX ‐ LGA,9:00 am — 11:49 am,8:30 pm — 12:53 pm +1,United Airlines,Spirit Airlines,cheapest
$416,1,1,BOS,DTW,8h 22m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,1:00 pm — 6:22 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,DFW,DTW,9h 07m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,7:45 am — 1:52 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,BOS,DTW,9h 22m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,12:00 pm — 6:22 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,DFW,DTW,9h 53m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,6:59 am — 1:52 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$424,1,1,BOS,DTW,9h 33m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,6:36 pm — 1:09 am +1,9:50 pm — 7:44 am +1,JetBlue,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 05m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,11:30 am — 2:35 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 05m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,1:25 pm — 4:30 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 15m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,4:55 pm — 8:10 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 15m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,8:05 pm — 11:20 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$436,0,1,,DTW,5h 45m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,7:00 am — 9:45 am,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$436,0,1,,DTW,6h 09m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,8:42 am — 11:51 am,9:50 pm — 7:44 am +1,JetBlue,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 49m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,9:00 am — 11:49 am,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 59m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,3:00 pm — 5:59 pm,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 59m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,4:59 pm — 7:58 pm,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$404,0,1,,DFW,5h 49m,13h 23m,EWR ‐ LAX,LAX ‐ LGA,9:00 am — 11:49 am,8:30 pm — 12:53 pm +1,United Airlines,Spirit Airlines,cheapest
$416,1,1,BOS,DTW,8h 22m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,1:00 pm — 6:22 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,DFW,DTW,9h 07m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,7:45 am — 1:52 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,BOS,DTW,9h 22m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,12:00 pm — 6:22 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$416,1,1,DFW,DTW,9h 53m,6h 54m,LGA ‐ LAX,LAX ‐ LGA,6:59 am — 1:52 pm,9:50 pm — 7:44 am +1,American Airlines,Spirit Airlines,cheapest
$424,1,1,BOS,DTW,9h 33m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,6:36 pm — 1:09 am +1,9:50 pm — 7:44 am +1,JetBlue,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 05m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,11:30 am — 2:35 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 05m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,1:25 pm — 4:30 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 15m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,4:55 pm — 8:10 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$426,0,1,,DTW,6h 15m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,8:05 pm — 11:20 pm,9:50 pm — 7:44 am +1,Alaska Airlines,Spirit Airlines,cheapest
$436,0,1,,DTW,5h 45m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,7:00 am — 9:45 am,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$436,0,1,,DTW,6h 09m,6h 54m,JFK ‐ LAX,LAX ‐ LGA,8:42 am — 11:51 am,9:50 pm — 7:44 am +1,JetBlue,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 49m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,9:00 am — 11:49 am,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 59m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,3:00 pm — 5:59 pm,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
$401,0,1,,DTW,5h 59m,6h 54m,EWR ‐ LAX,LAX ‐ LGA,4:59 pm — 7:58 pm,9:50 pm — 7:44 am +1,United Airlines,Spirit Airlines,cheapest
